root=Avatar_Sparxie_00_Model_Chara
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Avatar_Sparxie_00_Model_Chara/Hair	36	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT	0x0FE3D2B9	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	37	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT/HairBL_05_JNT	0xFE444917	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT/HairBL_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	38	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT/HairBL_05_JNT/HairBL_06_JNT	0x8BEF2828	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBL_00_JNT/HairBL_01_JNT/HairBL_02_JNT/HairBL_03_JNT/HairBL_04_JNT/HairBL_05_JNT/HairBL_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	39	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT	0x80151B70	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	40	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT	0xDBB21F64	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	41	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT	0x7444BBA2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	42	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT	0x69B4C0B9	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	43	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT	0x8ECCBFD7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	44	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT/HairBR_05_JNT	0x4526A451	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT/HairBR_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	45	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT/HairBR_05_JNT/HairBR_06_JNT	0x0AD32311	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairBR_00_JNT/HairBR_01_JNT/HairBR_02_JNT/HairBR_03_JNT/HairBR_04_JNT/HairBR_05_JNT/HairBR_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	46	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairFR_00_JNT/HairFRe_01_JNT	0xC0A3CF81	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairFR_00_JNT/HairFRe_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	47	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairFR_00_JNT/HairFRe_01_JNT/HairFRe_02_JNT	0x9564D180	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HairFR_00_JNT/HairFRe_01_JNT/HairFRe_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Hair	48	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/hair_BM_00_JNT	0xD59431DA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/hair_BM_00_JNT	match
