root=Avatar_Sparxie_00_Model_Chara
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Avatar_Sparxie_00_Model_Chara/Body	59	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT	0x382D4C53	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	60	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT	0x64E79620	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	61	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT	0xF582F276	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	62	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT	0x2D1B2AD7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	63	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT	0x72B99672	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	64	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT	0x22DB4F8F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	65	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT	0x623271C3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	66	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_L	0x0FC09BA0	Main/Root_M/Hip_L	match
Avatar_Sparxie_00_Model_Chara/Body	67	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_L/HipPart1_L	0xE61D81DF	Main/Root_M/Hip_L/HipPart1_L	match
Avatar_Sparxie_00_Model_Chara/Body	68	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R	0x5788D709	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R	match
Avatar_Sparxie_00_Model_Chara/Body	69	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R	0x645CCA61	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R	match
Avatar_Sparxie_00_Model_Chara/Body	70	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R	0xF05064BA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R	match
Avatar_Sparxie_00_Model_Chara/Body	71	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	0x8B0478E5	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	match
Avatar_Sparxie_00_Model_Chara/Body	72	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M	0x8DC50BE8	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M	match
Avatar_Sparxie_00_Model_Chara/Body	73	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT	0x427AB04A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	74	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_R/HipPart1_R	0xF93B825E	Main/Root_M/Hip_R/HipPart1_R	match
Avatar_Sparxie_00_Model_Chara/Body	75	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_R	0xF5CFA6C3	Main/Root_M/Hip_R	match
Avatar_Sparxie_00_Model_Chara/Body	76	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_R/Knee_R	0xF5EB344B	Main/Root_M/Hip_R/Knee_R	match
Avatar_Sparxie_00_Model_Chara/Body	77	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_R/Knee_R/Ankle_R	0x2832A28D	Main/Root_M/Hip_R/Knee_R/Ankle_R	match
Avatar_Sparxie_00_Model_Chara/Body	78	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_R/Knee_R/Ankle_R/Toes_R	0xC99FCBED	Main/Root_M/Hip_R/Knee_R/Ankle_R/Toes_R	match
Avatar_Sparxie_00_Model_Chara/Body	79	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_L/Knee_L	0x66D52A31	Main/Root_M/Hip_L/Knee_L	match
Avatar_Sparxie_00_Model_Chara/Body	80	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_L/Knee_L/Ankle_L	0x709ACE38	Main/Root_M/Hip_L/Knee_L/Ankle_L	match
Avatar_Sparxie_00_Model_Chara/Body	81	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Hip_L/Knee_L/Ankle_L/Toes_L	0x7005AAB2	Main/Root_M/Hip_L/Knee_L/Ankle_L/Toes_L	match
Avatar_Sparxie_00_Model_Chara/Body	82	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT	0xD5257B41	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	83	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT	0x2A462477	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	84	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R	0xC841BF4C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R	match
Avatar_Sparxie_00_Model_Chara/Body	85	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L	0xD767BCCD	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L	match
Avatar_Sparxie_00_Model_Chara/Body	86	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ElbowPart1_R	0x5D1EF9F0	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ElbowPart1_R	match
Avatar_Sparxie_00_Model_Chara/Body	87	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R	0x9F8F85D2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R	match
Avatar_Sparxie_00_Model_Chara/Body	88	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R	0xC0AFE6D8	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R	match
Avatar_Sparxie_00_Model_Chara/Body	89	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R	0x868757AB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R	match
Avatar_Sparxie_00_Model_Chara/Body	90	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R/MiddleFinger3_R	0xA965986D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R/MiddleFinger3_R	match
Avatar_Sparxie_00_Model_Chara/Body	91	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R	0xA86BE68B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R	match
Avatar_Sparxie_00_Model_Chara/Body	92	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R	0xACEB4B29	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R	match
Avatar_Sparxie_00_Model_Chara/Body	93	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R/IndexFinger3_R	0x996CA7A3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R/IndexFinger3_R	match
Avatar_Sparxie_00_Model_Chara/Body	94	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R	0xC4342496	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R	match
Avatar_Sparxie_00_Model_Chara/Body	95	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R	0x58DE7B04	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R	match
Avatar_Sparxie_00_Model_Chara/Body	96	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R/ThumbFinger3_R	0x77F3E6CF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R/ThumbFinger3_R	match
Avatar_Sparxie_00_Model_Chara/Body	97	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R	0xA64FE721	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R	match
Avatar_Sparxie_00_Model_Chara/Body	98	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R	0xDC58E298	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R	match
Avatar_Sparxie_00_Model_Chara/Body	99	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R/RingFinger3_R	0x224B61AE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R/RingFinger3_R	match
Avatar_Sparxie_00_Model_Chara/Body	100	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R	0x4A7F8BA6	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R	match
Avatar_Sparxie_00_Model_Chara/Body	101	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R	0xD103C4DF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R	match
Avatar_Sparxie_00_Model_Chara/Body	102	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R/PinkyFinger3_R	0x8AC1C341	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R/PinkyFinger3_R	match
Avatar_Sparxie_00_Model_Chara/Body	103	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ElbowPart1_L	0x6B7C7BFF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ElbowPart1_L	match
Avatar_Sparxie_00_Model_Chara/Body	104	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L	0x44BB77CF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L	match
Avatar_Sparxie_00_Model_Chara/Body	105	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L	0xC9C35A90	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L	match
Avatar_Sparxie_00_Model_Chara/Body	106	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L	0xC78DEF1F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L	match
Avatar_Sparxie_00_Model_Chara/Body	107	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L	0x8894B8FA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L	match
Avatar_Sparxie_00_Model_Chara/Body	108	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L	0x200CBE4D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L	match
Avatar_Sparxie_00_Model_Chara/Body	109	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L/IndexFinger3_L	0xF0B953FA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L/IndexFinger3_L	match
Avatar_Sparxie_00_Model_Chara/Body	110	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L	0xE4CB7AE7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L	match
Avatar_Sparxie_00_Model_Chara/Body	111	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L	0xD4398E60	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L	match
Avatar_Sparxie_00_Model_Chara/Body	112	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L/ThumbFinger3_L	0x1E261296	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L/ThumbFinger3_L	match
Avatar_Sparxie_00_Model_Chara/Body	113	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L	0xCC9B1829	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L	match
Avatar_Sparxie_00_Model_Chara/Body	114	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L	0xC5218D44	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L	match
Avatar_Sparxie_00_Model_Chara/Body	115	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L/RingFinger3_L	0x1312A7DF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L/RingFinger3_L	match
Avatar_Sparxie_00_Model_Chara/Body	116	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L	0x6A80D5D7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L	match
Avatar_Sparxie_00_Model_Chara/Body	117	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L	0x5DE431BB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L	match
Avatar_Sparxie_00_Model_Chara/Body	118	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L/PinkyFinger3_L	0xE3143718	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L/PinkyFinger3_L	match
Avatar_Sparxie_00_Model_Chara/Body	119	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L/MiddleFinger3_L	0xD53B4EC6	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L/MiddleFinger3_L	match
Avatar_Sparxie_00_Model_Chara/Body	120	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT	0x45C8F433	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	121	Avatar_Sparxie_00_Model_Chara/Main/Root_M	0x1BFD5446	Main/Root_M	match
Avatar_Sparxie_00_Model_Chara/Body	122	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M	0x893A30BC	Main/Root_M/Spine1_M	match
Avatar_Sparxie_00_Model_Chara/Body	123	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M	0x85117FED	Main/Root_M/Spine1_M/Spine2_M	match
Avatar_Sparxie_00_Model_Chara/Body	124	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M	0x29A7789B	Main/Root_M/Spine1_M/Spine2_M/Chest_M	match
Avatar_Sparxie_00_Model_Chara/Body	125	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT	0xE9ACB2E3	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	126	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FL_00_JNT	0xB59CFF1C	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	127	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FR_00_JNT	0xDCADDC05	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	128	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT	0x44EF9306	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	129	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_L_00_JNT	0x96A38AF7	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_L_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	130	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_R_00_JNT	0xFF92A9EE	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_R_00_JNT	match
